Fall-Liste Versammlungen (aktueller Monat),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
rot und kursiv markiert = Versammlung wurde abgesagt,,,,,,,,
,,,,,,,,
Bescheid ausgelaufen,,,,,,,,
,,,,,,,,
Datum,Beginn,Ende,Örtlichkeit (ink. AKG + SKG),Stationär / sfV,Organisation,Thema,TN-Zahl,Eingangs-datum
2023-02-10 00:00:00,17.00,19.00,Marienplatz,stationär,München steht auf,Speakers Corner München - freie Meinungsäußerung,20,23.01.2023
2023-02-10 00:00:00,15.00,15.45,Hofgartenstr.,stationär,GEW Bayern,Übergabe Unterschriften an MP Söder od. ggf. andere Vertreter Bayer. Miniserrat,10,27.01.2023
2023-02-10 00:00:00,11.00,12.15,Karlsplatz - Marienplatz,sfV ,,Deeskalation - Atomkrieg verhindern (Schweigemarsch),3,07.02.2023
2023-02-11 00:00:00,18:25,20:30:00,Karlsplatz,stationär,,Active Love: Frieden anstatt Extremismus,10,2022-12-15 00:00:00
2023-02-11 00:00:00,12.30,18.00,Karlsplatz,stationär,,Info`s auf d`Straß ,30,2022-11-21 00:00:00
2023-02-11 00:00:00,16:00,20:00:00,Marienplatz - Maxmonument,sfv,dieBasis,dieBasis bewegt Bayern,200-300,2022-11-30 00:00:00
2023-02-11 00:00:00,14.00,18.00,Carl-Orff-Bogen,stationär,,"Christenverfolgung, christliche Werte",20-30,2023-01-07 00:00:00
2023-02-11 00:00:00,13.00,14.00,OPL,stationär,,2. Versammlug zur Aufnahme von Dyskalkulie (Rechenstörung) im bayerischen Schulrecht,50,2023-01-16 00:00:00
2023-02-11 00:00:00,14:45,17:45,"Neuhauser Str. 2, beim ""Keilenden Eber""",stationär,Activists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-02-11 00:00:00,12:00,14:00:00,Viktualienmarkt,stationär,ANIMALS UNITED e.V.,Metzgerei und Fleischverzehr,20,2023-01-23 00:00:00
2023-02-11 00:00:00,14:00,15:35:00,Matthias-Pschorr-Str. - Wittelsbacherplatz,"sfV
Autokorso",,"Frieden schaffen ohne Waffen, Reform der zwangsfinanzierten öffentlich rechtlichen Medien, gegen Klima-Totalitarismus und CO2-Diktatur",50,2023-01-30 00:00:00
2023-02-11 00:00:00,14.00,16.30,Max-Joseph-Platz - Max-Joseph-Platz,sfv,women.life.freedom.munich,"Gründungsdatum der islamischen Republik, Gedenken an die Opfer",1000,13.01.2023
2023-02-11 00:00:00,14.00,16.00,Sendlinger Strr. 8,stationär,,Silent Line zur Massentierhaltung,10,27.01.2023
2023-02-11 00:00:00,15.30,19.30,Odeonsplatz,stationär,Ashna Kulturstiftung München,Iran - Mahsa Amini,300-400,06.02.2023
2023-02-11 00:00:00,13.30,17.30,Sendlinger-Tor-Platz,stationär,,"Liebe, Glaube und Hoffnung - gemeinsam durch die Kriese der heutigen Zeit",5-10,07.02.2023
2023-02-11 00:00:00,14.00,19.00,Max-Joseph-Platz,stationär,,Trauermarsch. Solidarität und Hilfe für Erdbebenopfer Türkei,200-300,09.02.2023
2023-02-13 00:00:00,18.00,19.30,OPL bis OPL,sfv,,Inflation stoppen,15,2022-12-06 00:00:00
2023-02-14 00:00:00,16:30,18:30,Karl-Stützel-Platz - Marienplatz,sfv,One Billion Rising München e.V.,"Tanz-Flashmob One Billion Rising - wir stehen auf für ein Ende der Gewalt an Mädchen, Frauen und weiblich gelesenen Menschen",250,19.12.2022
2023-02-14 00:00:00,18:15,20:15:00,"Hauptbahnhof, Zwischengeschoss",stationär,Activists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-02-14 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,03.02.2023
2023-02-14 00:00:00,15:00,17:00,Marienplatz,stationär,,Hilfe für die Erdbeben-Opfer in Kurdistan,20,12.02.2023
2023-02-15 00:00:00,17:30,18:00,Kaiser-Ludwig-Platz 3,sfV,Theresien-Gymnasium München,Schule gegen Rassismus und Homophobie,100-500,03.02.2023
2023-02-15 00:00:00,16.30,17.30,Karlsplatz,stationär,KEG Bayern,Kundgebung zur Unterstützung der Tarifverhandlungen im öffentlichen Dienst,60,2022-12-21 00:00:00
2023-02-15 00:00:00,18.30,22.00,Marienplatz - Marienplatz,sfv,München steht auf,Macht Frieden. Schickt Diplomaten anstatt Waffen. Öffentliche Aufklärung der Coronamaßnahmen. Keine Digitale Kontrolle ala China. Freie Impfentscheidung…,900,31.01.2023
2023-02-15 00:00:00,19.00,20.00,Paul-Heyse-Str. 2-4,stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien Aktionsbündnis www.LeuchtturmARD.de,3-10,08.02.2023
2023-02-15 00:00:00,12.00,15.30,Marienplatz,stationär,Bündnis Münchner Straßenmusiker,Music for Peace - Musik für Frieden,10,07.02.2023
2023-02-15 00:00:00,11.00,12.00,Promendaplatz ggü. Bayr. Hof,stationär,,"Friedensmahnwache ""Verhandeln statt Schießen""",5-10,09.02.2023
2023-02-15 00:00:00,19:00,20:00,Hopfenstr. vor dem BR,stationär,,"Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation, Rückkehr zu einer ausgewogenen Berichterstattung, Aktionsbündnis www.LeuchtturmARD.de",10-30,09.02.2023
2023-02-15 00:00:00,15:00,18:00,Sendlinger-Tor-Platz,stationär,,Hilfe für die Erdbeben-Opfer in Kurdistan,20,12.02.2023
2023-02-16 00:00:00,17:30,19:00:00,Odeonsplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-01-13 00:00:00
2023-02-16 00:00:00,17.15,19.00,Max-Joseph-Platz,stationär,,"Weg mit 129 a/b - Freiheit für Özgül, Ihsan und Serkan!",50,07.02.2023
2023-02-16 00:00:00,13.30,15.00,Lerchenauerstraße beim Kiosk Tor 2 BMW,stationär,,Revolution statt Krieg - Machen wir Schluss mit dem Krieg gegen das Proletariat!,15,08.02.2023
2023-02-16 00:00:00,16.00,18.00,Westendstraße - Ganhoferstr.,sfv,,Revolution statt Krieg - Machen wir Schluss mit dem Krieg gegen das Proletariat!,15,08.02.2023
2023-02-16 00:00:00,18:00,19:00,Hopfenstr. vor dem BR,stationär,,"Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation, Rückkehr zu einer ausgewogenen Berichterstattung, Aktionsbündnis www.LeuchtturmARD.de",10-30,10.02.2023
2023-02-16 00:00:00,16:00,18:00,Sendlinger-Tor-Platz,stationär,,Hilfe für die Erdbeben-Opfer in Kurdistan,20,12.02.2023
2023-02-16 00:00:00,10.00,12.00,Europaplatz,stationär,,"Stoppt Putin, Stoppt den Krieg, Stoppt den Genozid",10,13.02.2023
2023-02-17 00:00:00,10.00,15.00,Odeonsplatz + Delegation am Lenbachplatz,stationär,,Iran Demonstration gegen iranische Regierung,1.000 (Odeonsplatz) 20 (Lenbachplatz),24.01.2023
2023-02-17 00:00:00,11.30,17.00,Max-Joseph-Platz - Max-Joseph-Platz,sfv,Exil-iranische Gesellschaft e. V.,Free Iran Kundgebung - Solidarität mit Bürgeraufstand im Iran / Stoppt Hinrichtungen von Demonstranten,1000,30.01.2023
2023-02-17 00:00:00,16.30,20.00,Odeonsplatz,stationär,,"Der Präsident von Aserbaidschan, Diktator Ilham Aliyeu ist eine Bedrohung für Europa",10-15,08.02.2023
2023-02-17 00:00:00,13.30,15.30,MAN West-Tor Bauschinger Straße 19,stationär,,Revolution statt Krieg - Machen wir Schluss mit dem Krieg gegen das Proletariat!,15,08.02.2023
2023-02-17 00:00:00,16.15,18.00,Knorrstraße bis Oberhofer Platz,sfv,,Revolution statt Krieg - Machen wir Schluss mit dem Krieg gegen das Proletariat!,15,08.02.2023
2023-02-17 00:00:00,10.00,15.00,Promenadeplatz,stationär,,Freiheit & Demokratie für Iran,50-700,2023-02-10 00:00:00
2023-02-17 00:00:00,12.00,18.00,Königsplatz,stationär,,"Wegen der Proteste ""Frauen, Leben, Freiheit""",1.000 ,13.02.2023
2023-02-18 00:00:00,14.00,19.00,Odeonsplatz,stationär,,Gemeinsam gegen den Krieg,1.000 - 1.500,12.10.2022
2023-02-18 00:00:00,12.30,16.30,Karlsplatz - Marienplatz,Menschenkette,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,"Gegen die NATO-Kriegstagung, Verhandeln statt Schießen, Abrüstung statt Aufrüstung, gegen Militarismus, Nationalismus, Antisemitismus und Rassismus",300,15.09.2022
2023-02-18 00:00:00,12.30,16.30,"Karlsplatz - Lenbachplatz - Platz der Opfer des Nationalsozialismus - 
Briennerstr. - Odeonsplatz - Residenzstr. - Dienerstr. - Marienplatz",sfv,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,"Gegen die NATO-Kriegstagung, Verhandeln statt Schießen, Abrüstung statt Aufrüstung, gegen Militarismus, Nationalismus, Antisemitismus und Rassismus",2.000,15.09.2022
2023-02-18 00:00:00,13.00,17.00,Karlsplatz - Marienplatz,sfv,,AntiSIKO Protestkundgebung gegen die NATO-Sicherheitskonferenz 2023,4.000,25.01.2023
2023-02-18 00:00:00,11.30,16.30,Am Harras,stationär,,Info`s auf d`Straß ,40,2022-11-21 00:00:00
2023-02-18 00:00:00,13.00,19.00,Königsplatz – Brienner Str. – Augustenstr. – Schellingstr. – Türkenstr. – Georgenstr. – Friedrichstr. – Habsburgerpl. – Friedrichstr. – Kaiserstr. – Kaiserpl. – Bismarkstr. – Herzogstr. – Leopoldstr. – Ludwigstr. – Theresienstr. – Arcisstr. – Brienner Str. - Königsplatz,sfV,München steht auf,Wir wollen Frieden,4.000,21.11.2022
2023-02-18 00:00:00,13.00,16.00,Willy-Brandt-Platz,stationär,,"Bilder von unschuldigen Menschen aus dem Iran, die durch das Regime der islamischen Republik ermordet wurden",12-15,14.12.2022
2023-02-18 00:00:00,14:45,17:45,Pasinger Bahnhofsplatz ,stationär,Activists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-02-18 00:00:00,11.45,16.45,Bunzlauer Pl. 7,stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,5,17.01.2023
2023-02-18 00:00:00,11.30,19.00,Wittelsbacherplatz  ,stationär,,Afrin+Kobani+Kamischli Menschenrechte und Frauenrechte,2,23.01.2023
2023-02-18 00:00:00,12.00,18.00,Max-Joseph-Platz,stationär,women.life.freedom.munich,"Siko München, Bedeutung der demokratischen Prozesse im Iran für die Sicherheit im Nahen Osten und der Welt",3.000-3.500,2023-01-24 00:00:00
2023-02-18 00:00:00,09.00,11.00,Odeonsplatz,stationär,Exil-iranische Gesellschaft e. V.,Free Iran Kundgebung - Solidarität mit Bürgeraufstand im Iran / Stoppt Hinrichtungen von Demonstranten,500,17.02.2023
2023-02-18 00:00:00,15.00,17.00,Geschwister-Scholl-Platz,stationär,,In Gedenken an Geschwister Scholl,50-100,06.02.2023
2023-02-18 00:00:00,11.00,13.00,Karl-Stützel-Platz,stationär,AfD Kreisverband München Ost,Gegen Waffenlieferungen/Sanktionen,300,06.02.2023
2023-02-18 00:00:00,09.00,18.00,"noch offen, da Promenadeplatz angezeigt",stationär,,"Der Präsident von Aserbaidschan, Diktaktor Ilham Aliyeu ist eine Bedrohung für Europa",10-15,08.02.2023
2023-02-18 00:00:00,16.00,20.15,Resi Huber Platz bis Theresienwiese,sfv,,"Wir wollen, die Münchner Jugend- und Subkultur sichtbar machen. Dabei geht es uns nicht nur darum unsere Kunst in der Öffentlichkeit zu repräsentieren, auch wollen wir diesen, uns sonst vor - enthaltenen Raum erschließen. Gegen Leerstand und Gentrifizierung. Für unkommerzielle Freiräume.",200,06.02.2023
2023-02-18 00:00:00,12.00,18.00,Curt-Mezger-Pl,stationär,,"Obidients Worldwide, in Solidarität mit unserem Volk in Nigeria für die Präsidentschaftswahl",50,10.02.2023
2023-02-18 00:00:00,14.00,17.15,Gärtnerplatz - Gärtnerplatz,sfv,,Protest für die Menschenrechte im Iran und gegen die Regierung der islamischen Republik Iran ,100,12.02.2023
2023-02-18 00:00:00,10.00,15.00,Promenadeplatz,stationär,,Freiheit & Demokratie für Iran,50-700,2023-02-10 00:00:00
2023-02-18 00:00:00,10.30,15.00,THW bis THW,sfv,Ahsna Kulturverein,Mahsa Amini - Demokratie für Iran,2.000-3.000,10.02.2023
2023-02-18 00:00:00,10.00,16.00,Baubergerstraße,stationär,,gegen Abrissmaßnahmen durch die GWG,10,26.02.2023
2023-02-19 00:00:00,15.00,17.00,Königsplatz - Brienner Str. (westl) – Seidlstr – Marsstr. – Elisenstr. – Karlsplatz – Sonnenstraße – Schwanthalerstr. (ZKG Höhe Schillerstr) – Paul-Heyse-Str. - Paul-Heyse-Unterführung - Arnulfstr – Luisenstr. – Karl- Stützel-Platz ,sfV,,Hanau war kein Einzelfall! Nicht Vergeben! Rechten Terror zerschlagen,300,08.02.2023
2023-02-19 00:00:00,14.00,16.00,Königsplatz,stationär,Didf-Jugend München,Gedenkkundgebung zum 3. Jahrestag des rechten Anschlags in Hanau,1000 ,2022-11-08 00:00:00
2023-02-19 00:00:00,14.00,15.00,Max-Joseph-Platz,stationär,Pulse of Europe e.V.,Ein souveränes und resilientes Europa: Wie gelingt uns das? Mit einem Impulsbeitrag von der Münchner Sicherheitskonferenz,500,04.12.2022
2023-02-19 00:00:00,13.00,17.00,Veterinärstraße beim Englischen Garten,stationär,Amnesty International,Mahnwache zum Gedenken an die Hinrichtung der Mitglieder der weißen Rose,5,23.01.2023
2023-02-19 00:00:00,10.00,15.00,Odeonsplatz + Delegation am Lenbachplatz,stationär,,Iran Demonstration gegen iranische Regierung,3.000 (Odeonsplatz) 20 (Lenbachplatz),24.01.2023
2023-02-19 00:00:00,12.00,17.00,Karl-Stützel-Platz,stationär,,Protest gegen die Anwesenheit des Außenministers des Mullah-Regimes bei der Münchner Sicherheitskonferenz,100,30.01.2023
2023-02-19 00:00:00,16.30,20.00,Odeonsplatz,stationär,,"Der Präsident von Aserbaidschan, Diktaktor Ilham Aliyeu ist eine Bedrohung für Europa",10-15,08.02.2023
2023-02-19 00:00:00,10.00,15.00,Promenadeplatz,stationär,,Freiheit & Demokratie für Iran,50-700,2023-02-10 00:00:00
2023-02-20 00:00:00,18.00,19.30,OPL bis OPL,sfv,,Inflation stoppen,15,2022-12-06 00:00:00
2023-02-21 00:00:00,12.30,13.00,Hermann-Lingg-Straße 3 bei KAV Bayern,stationär,dbb beamtenbund und tarifunion,Unbefristete Übernahme jetzt oder die Stühle bleiben leer. ,10,06.02.2023
2023-02-22 00:00:00,18:15,20:15:00,"Hauptbahnhof, Zwischengeschoss",stationär,Activists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-02-22 00:00:00,11.00,12.00,Fischbrunnen Marienplatz,stationär,Gewerkschaft Erziehung und Wissenschaft München,Geldbeutelwaschen am Aschermittwoch im Rahmen der Tarifrunde im öffentlichen Dienst,20-30,01.02.2023
2023-02-22 00:00:00,18.00,21.30,Trudering Bahnhof - Trudering Bahnhof,sfv,München steht auf,Macht Frieden. Schickt Diplomaten anstatt Waffen. Öffentliche Aufklärung der Coronamaßnahmen. Keine Digitale Kontrolle ala China. Freie Impfentscheidung…,900,31.01.2023
2023-02-22 00:00:00,09:30,10:00,Marienplatz,stationär,Ver.di Bezirk München und Region,Tarifrunde öffentlicher Dienst,150,14.02.2023
2023-02-23 00:00:00,17:30,19:00:00,Marienplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,2023-01-13 00:00:00
2023-02-23 00:00:00,18.00,19.00,Hopfenstr. vor dem BR,stationär,,"Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation, Rückkehr zu einer ausgewogenen Berichterstattung, Aktionsbündnis www.LeuchtturmARD.de",10-30,20.02.2023
2023-02-23 00:00:00,18:00,19:00,Paul-Heyse-Str. 2-4,stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien Aktionsbündnis www.LeuchtturmARD.de,2-20,29.01.2023
2023-02-24 00:00:00,09:30,13:30,Karlsplatz - Europaplatz,sfV,,Protest gegen den von Putin angetrebten Genozid am Ukrainischen Volk. Forderung an Russland den Terror-Krieg gegen die Ukraine zu beenden. Erinnerung an den Jahrestag der russischen Eskalation des seit 2014 andauernden Krieges gegen die Ukrainische Bevölkerung.,25,27.01.2023
2023-02-24 00:00:00,18:00,20:30:00,Karlsplatz,stationär,,Active Love: Frieden anstatt Extremismus,10,2022-12-15 00:00:00
2023-02-24 00:00:00,15.00,19.00,Marienplatz,stationär,,Gemeinsam gegen den Krieg,1.500 - 2.000,12.10.2022
2023-02-24 00:00:00,13:00,14:00:00,Karlsplatz (Stachus),stationär,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,offen,2022-12-09 00:00:00
2023-02-24 00:00:00,18.00,19.00,Neuhauser Str. vor St. Michaelskirche,stationär,,Mahnwache für den Frieden,offen,20.01.2023
2023-02-24 00:00:00,17.00,19.00,Rotkreuzplatz,stationär,Amnesty International,Mahnwache zum Jahrestag des russischen Überfalls auf die Ukraine,20-40,
2023-02-24 00:00:00,17:00,19:00,Ubostr. 6 - Freienfelsstr. 5,sfV,Bezirksausschuss 22 Aubing-Lochhausen-Langwied,Ein Zeichen für den Frieden - Jahrestag des Angriffskriegs Russlands auf die Ukraine,50-200,19.02.2023
2023-02-24 00:00:00,17:00,19:00,Limesstr. 85a - Freienfelsstr. 5,sfV,Bezirksausschuss 22 Aubing-Lochhausen-Langwied,Ein Zeichen für den Frieden - Jahrestag des Angriffskriegs Russlands auf die Ukraine,50-200,19.02.2023
2023-02-24 00:00:00,17:00,19:00,Wiesentfelser Str. 49 - Freienfelsstr. 5,sfV,Bezirksausschuss 22 Aubing-Lochhausen-Langwied,Ein Zeichen für den Frieden - Jahrestag des Angriffskriegs Russlands auf die Ukraine,50-200,19.02.2023
2023-02-24 00:00:00,17:00,19:00,Aubinger Str. 63 - Freienfelsstr. 5,sfV,Bezirksausschuss 22 Aubing-Lochhausen-Langwied,Ein Zeichen für den Frieden - Jahrestag des Angriffskriegs Russlands auf die Ukraine,50-200,19.02.2023
2023-02-25 00:00:00,12.30,18.00,Marienplatz,stationär,,Info`s auf d`Straß ,30,2022-11-21 00:00:00
2023-02-25 00:00:00,14:45,17:45,Karlplatz,stationär,Activists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-02-25 00:00:00,11.45,16.45,Karlsplatz (Stachus),stationär,,Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China,5,17.01.2023
2023-02-25 00:00:00,10.30,11.30,Marienplatz,stationär,,in Solidarität mit dem peruanischen Volk,15,31.01.2023
2023-02-25 00:00:00,12.00,16.00,Odeonsplatz,stationär,Free Russians e.V., Kundgebung «Russen gegen Krieg in der Ukraine»,100,08.02.2023
2023-02-25 00:00:00,14.00,17.00,Max-Joseph-Platz,stationär,,Erdbebenopfer in der Türkei,300,15.02.2023
2023-02-25 00:00:00,10:15,13:00,Am Klostergarten - Hans-Stützle-Str.,sfV,Helfer Deutschland e.V.,"Gebet für von vorgeburtlicher Tötung bedrohte Menschen, deren Eltern und für alle Menschen, die in pränatale Kindstötungen involviert sind",25,20.02.2023
2023-02-25 00:00:00,13.00,16.00,Matthias-Pschorr-Str. - Fritz-Erler-Str. 3,Autokorso,,"Keine Medienpropaganda, keine weiteren Waffenlieferungen an die Ukraine ""Freiden schaffen ohne Waffen!, Nordstream 1&2 reparieren",ca. 20 Fahrzeuge,20.02.2023
2023-02-25 00:00:00,14:00,18:00,Hans-Jochen-Vogel-Platz,stationär,,Kreidebild als Mobilisierungsaktion für den Großstreik von Fridays For Future (Aufmerksam machen auf Waldbrände und Luftverschmutzung durch den Autoverkehr),30,20.02.2023
2023-02-25 00:00:00,11:00,14:00:00,Marienplatz,stationär,Vier Pfoten - Stiftung für Tierschutz,"Versammlung / Protest gegen das Modelabel ""Wormland"" vor deren Geschäft in München. Der Protest richtet sich gegen den Verkauf von echtem Fell/Pelz.",6,2023-02-14 00:00:00
2023-02-25 00:00:00,18:45,19:45,Karlsplatz,stationär,Gemeinschaft Sant Egidio e.V.,Friedenskundgebung zum Jahrestag des Krieges in der Ukraine,100,15.02.2023
2023-02-26 00:00:00,11.00,13.00,Odeonsplatz,stationär,,Demonstration für den Frieden in Peru ,50,06.02.2023
2023-02-26 00:00:00,16.00,19.00,Odeonsplatz,stationär,,"Diese Versammlung ist eine Demonstration gegen die Neue Regirung in Israel, und die undemokratischen Aktionen, die sie verfahrt.",20,20.02.2023
2023-02-27 00:00:00,18.00,19.30,OPL bis OPL,sfv,,Inflation stoppen,15,2022-12-06 00:00:00
2023-02-28 00:00:00,18:15,20:15:00,"Hauptbahnhof, Zwischengeschoss",stationär,Acttivists for the Victims,Activists for the Victims,5-20,2023-01-15 00:00:00
2023-03-01 00:00:00,12:00,12:30,Hufelandstraße 13,stationär,IG Metall,"""Aktive Mittagspause"" im Rahmen der Tarifverhandlungen bei iinovis",40,30.01.2023
2023-03-01 00:00:00,18.00,21.30,Am Harras - Am Harras,sfv,München steht auf,Macht Frieden. Schickt Diplomaten anstatt Waffen. Öffentliche Aufklärung der Coronamaßnahmen. Keine Digitale Kontrolle ala China. Freie Impfentscheidung…,900,31.01.2023
2023-03-01 00:00:00,10:00,14:00,Kölner Platz 1,stationär,ver.di,Zusammen geht mehr! Kundgebung der Beschäftigten der München Klinik zur Tarifrunde öffentlicher Dienst,250,14.02.2023
2023-03-01 00:00:00,07.45,09.30,Marienplatz,stationär,,"Bürgerbegehren""Grünfläche erhalten""",25,23.02.2023
2023-03-01 00:00:00,11.30,12.30,Haidenauplatz 1,stationär,,Legalisieren von Cannabis,2,28.01.2023
2023-03-02 00:00:00,12.45,15.45,"Kistlerhofstr. 60, ggü. Chin. Generalkonsulat",stationär,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5,03.02.2023
2023-03-02 00:00:00,18:00,19:00,Paul-Heyse-Str. 2-4,stationär,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien Aktionsbündnis www.LeuchtturmARD.de,2-20,27.02.2023
2023-03-02 00:00:00,18.00,19.00,Hopfenstraße Gehweg vor dem BR-Hochhaus,stationär,,Leuchtturm ARD,10-30,22.02.2023
2023-03-02 00:00:00,17:30,19:00,Karlsplatz,stationär,,KlimatreffPunkt der Parents for Future,10-20,15.02.2023
2023-03-02 00:00:00,11.30,12.30,Hultschiener Str. 8 (Süddeutsche Zeitung),stationär,,"Freiheit für politische Gefangene in Aserbaidschan, Freiheit des politischen Gefangenen Bakhtiyar und Beendigung der Folter gegen ihn.",15,28.02.2023
2023-03-02 00:00:00,13.00,14.00,Isartorplatz 8 (Bild),stationär,,"Freiheit für politische Gefangene in Aserbaidschan, Freiheit des politischen Gefangenen Bakhtiyar und Beendigung der Folter gegen ihn.",15,28.02.2023
2023-03-02 00:00:00,10.00.,11.30,Maxmonument,stationär,,"Freiheit für politische Gefangene in Aserbaidschan, Freiheit des politischen Gefangenen Bakhtiyar und Beendigung der Folter gegen ihn.",15,28.02.2023
2023-03-02 00:00:00,09.30,12.30,Geretsriederstr. 10,stationär,IG Metall München,Erhalt der Arbeitsplätze bei Agrilution,10,01.03.2023
2023-03-03 00:00:00,12.00,16.00,Odeonsplatz - Odeonsplatz,sfV,FFF München,Globaler Klimastreik von Fridays For Future München,4.000,2023-01-05 00:00:00
2023-03-03 00:00:00,17.00,19.00,Rindermarkt,stationär,München steht auf,Speakers Corner München - freie Meinungsäußerung,20,23.01.2023
2023-03-03 00:00:00,11.15,11.51,Albrechtstraße 7 bis Brienner 1,sfv,,Fahrraddemo zum Globalen Klimastreik von FridaysForFuture München,50,06.02.2023
2023-03-03 00:00:00,11:15,11:50:00,Matthias-Pschorr-Str. - Wittelsbacherplatz,sfV,BUND Naturschutz München,Verkehrswende sozial- und klimagerecht gestalten -#Wirfahrenzusammen,40,2023-02-15 00:00:00
